업체명,연락처,업종,업태,행정동,도로명 주소,위도,경도,데이터 기준일자
에스엠컴퓨터,,소매,컴퓨터,양학동,경상북도 포항시 북구 양학로 76-1(학잠동),36.0295303,129.3468155,2019-08-07
두존치킨,,음식,치킨,양학동,경상북도 포항시 북구 양학로 78(학잠동),36.0295166,129.3466975,2019-08-07
영해횟집,,음식,한식,양학동,경상북도 포항시 북구 양학로 82(학잠동),36.029626,129.3464243,2019-08-07
정성프라자약국,,소매,양약,양학동,경상북도 포항시 북구 양학로 67(득량동),36.0290857,129.3473238,2019-08-07
케이마트,,도소매,슈퍼,양학동,경상북도 포항시 북구 양학로 67(득량동),36.0290857,129.3473238,2019-08-07
엣고을식당,,음식,한식,양학동,경상북도 포항시 북구 양학로 74-3(학잠동),36.0296283,129.3469395,2019-08-07
노적봉가든,,음식,한식,양학동,경상북도 포항시 북구 양학로 70-17(학잠동),36.0299779,129.3477342,2019-08-07
대우토종한우,,도소매,식육,양학동,경상북도 포항시 북구 양학로 40(학잠동),36.0272657,129.3497413,2019-08-07
대이동반점,,음식,중식,양학동,경상북도 포항시 북구 이동로 64(득량동),36.0322186,129.3426968,2019-08-07
꽃파는총각,,소매,생화,양학동,경상북도 포항시 북구 이동로 67(득량동),36.0325677,129.3427481,2019-08-07
반찬천국,,소매,반찬,양학동,경상북도 포항시 북구 이동로 64(득량동),36.0322186,129.3426968,2019-08-07
와글와글문구사,,도소매,문구,양학동,경상북도 포항시 북구 양학로 128(학잠동),36.0328256,129.3435845,2019-08-07
동아마트,,도소매,슈퍼,양학동,경상북도 포항시 북구 양학로 136(학잠동),36.0335112,129.3429464,2019-08-07
찜나루,,음식,한식,양학동,경상북도 포항시 북구 양학로 181(득량동),36.0366396,129.3400061,2019-08-07
광덕찬방,,도소매,반찬,양학동,경상북도 포항시 북구 대이로 176번길 15(득량동),36.0310939,129.3401391,2019-08-07
양학로주유소,,도소매,주유소,양학동,경상북도 포항시 북구 양학로 101(득량동),36.0303757,129.3444706,2019-08-07
라라토스트,054-283-5595,휴음,토스트,양학동,경상북도 포항시 북구 양학로 109(득량동),36.0311531,129.3441074,2019-08-07
모던센스,,소매,이불,양학동,"경상북도 포항시 북구 양학로 22, 1층(득량동)",36.0257662,129.3507861,2019-08-07
대림뜨개방,,소매,뜨개실,양학동,경상북도 포항시 북구 양학로 32번길 3(학잠동),36.0266438,129.3506669,2019-08-07
형제떡집,,제조,떡,양학동,"경상북도 포항시 북구 양학로 40, 1층 17호(학잠동,양학시장)",36.0272657,129.3497413,2019-08-07
수정플라워,,소매,생화,양학동,경상북도 포항시 북구 양학로 18-1(학잠동),36.025517,129.3508722,2019-08-07
양학대원주유소,,도소매,주유소,양학동,경상북도 포항시 북구 양학로 17번길 5(득량동),36.0248994,129.3504308,2019-08-07
양학가마솥곰탕,,음식,한식,양학동,경상북도 포항시 북구 양학로 40(학잠동84-2),36.0272657,129.3497413,2019-08-07
충청식당,,음숙,한식,양학동,경상북도 포항시 북구 양학로 36(학잠동),36.0269868,129.3500326,2019-08-07
연수추어탕,,음식,한식,양학동,경상북도 포항시 북구 양학로 40(학잠동),36.0272657,129.3497413,2019-08-07
별별커피,,음식,휴게음식,양학동,"경상북도 포항시 북구 양학로 32(학잠동),  1층",36.0267137,129.3503909,2019-08-07
투탑수학교습소,,서비스,교습소,양학동,"경상북도 포항시 북구 양학로 34번길 8(학잠동) 대림힐타운상가 105, 106호",36.0273193,129.3506957,2019-08-07
솔미네떡집,,제조,떡,양학동,경상북도 포항시 북구 양학로 34번길 5-4(학잠동),36.0274361,129.3503134,2019-08-07
양학회 수산,,도소매,도소매,양학동,경상북도 포항시 북구 양학로 40(학잠동)   양학시장상가 6호,36.0272657,129.3497413,2019-08-07
부림참기름,,제조,떡,양학동,경상북도 포항시 북구 양학로 40(학잠동)   양학시장상가2호,36.0272657,129.3497413,2019-08-07
서광사,,소매,철물,양학동,경상북도 포항시 북구 양학로 40(학잠동),36.0272657,129.3497413,2019-08-07
양학비전태권스쿨,,서비스,체육도장,양학동,경상북도 포항시 북구 양학로 34번길5(학잠동) 2층,36.0272568,129.3502666,2019-08-07
예진,,소매,의류,양학동,"경상북도 포항시 북구 양학로 34번길 8, 상가동 1층 107호(학잠동,대림힐타운)",36.0273193,129.3506957,2019-08-07
굿마트(양학점),,도소매,슈퍼,양학동,"경상북도 포항시 북구 양학로 34번길 8, 201동 202호(학잠동, 대림힐타운 상가)",36.0273193,129.3506957,2019-08-07
호식이두마리치킨(양학점),,음숙,치킨,양학동,"경상북도 포항시 북구 양학로 34번길 8,  대림힐상가 111(학잠동)",36.0273193,129.3506957,2019-08-07
동아씽크,,도소매,씽크대,양학동,경상북도 포항시 북구 새천년대로 571번길 6(학잠동),36.0255481,129.3523115,2019-08-07
동양가스상사,,도소매,LPG,양학동,경상북도 포항시 북구 양학로 10번길2(학잠동),36.0250081,129.351523,2019-08-07
삼성천막공업사,,도소매,천막,양학동,경상북도 포항시 북구 양학로 3(득량동),36.0244331,129.3517976,2019-08-07
우진레포츠,,소매,운동용품,양학동,경상북도 포항시 북구 새천년대로 557(득량동)  1층,36.0242133,129.351814,2019-08-07
명성중고 종합백화점,,소매,가전,양학동,경상북도 포항시 북구 양학로 9번길 45(득량동),36.0212279,129.3492487,2019-08-07
데일리디자인,,제조,인쇄,양학동,경상북도 포항시 북구 양학로 9번길 35(득량동),36.021953,129.3497146,2019-08-07
㈜대명종합판매,,도소매,가전가구,양학동,경상북도 포항시 북구 양학로 9번길 25-8(득량동),,,2019-08-07
회정막걸리,,음식,한식,양학동,경상북도 포항시 북구 양학로 10번길 6(학잠동),36.0252987,129.3517944,2019-08-07
비비큐(BBQ)양학점,,음식,치킨,양학동,"경상북도 포항시 북구 양학로 8, 1층(학잠동)",36.0249311,129.3515263,2019-08-07
모든종합중고,,도소매,가전가구,양학동,경상북도 포항시 북구 새천년대로 549(득량동),36.0238,129.3513289,2019-08-07
정다운종합상사,,도소매,가전가구,양학동,경상북도 포항시 북구 새천년대로 519(득량동),36.0213162,129.349514,2019-08-07
아카사카,,음식,일식,양학동,경상북도 포항시 북구 새천년대로 541(득량동),36.0232485,129.3507908,2019-08-07
안동슈퍼,054-275-0449,도소매,슈퍼,양학동,경상북도 포항시 북구 양학로 9번길 28(득량동),36.0226616,129.3497805,2019-08-07
일신정비,,서비스,정비,양학동,경상북도 포항시 북구 양학로 9번길 41(득량동),36.021642,129.3494227,2019-08-07
AUBEN남포항점,,도소매,자동차악세사리,양학동,경상북도 포항시 북구 새천년대로 509(득량동),36.0205296,129.3488637,2019-08-07
민(Min),,소매,화장품,양학동,"경상북도 포항시 북구 양학로 149, 101(득량동,경성양학마을상가)",36.0339729,129.3409521,2019-08-07
레삐헤어,054-274-0910,서비스,미용,양학동,경상북도 포항시 북구 양학로 149(득량동),36.0339729,129.3409521,2019-08-07
챔빗미용실,,서비스,미용,양학동,"경상북도 포항시 북구 양학로 136, 101호(학잠동)",36.0335112,129.3429464,2019-08-07
토닭토닭 괜찮아,,음식,치킨,양학동,경상북도 포항시 북구 양학로 128(학잠동),36.0328256,129.3435845,2019-08-07
포항한국전자담배멀티샵,,도소매,전자,양학동,"경상북도 포항시 북구 새천년대로 505, 1층 102호(득량동)",36.0202241,129.3486683,2019-08-07
로사기업(금고.열쇠),,도소매,금고열쇠,양학동,경상북도 포항시 북구 양학로 19(득량동),36.0255164,129.3505249,2019-08-07
㈜리플러스,054-256-2111,도소매,,두호동,경상북도 포항시 북구 학전로 93,36.0608326,129.3754329,2019-08-07
㈜리플러스 두호지점,054-256-2111,도소매,,두호동,경상북도 포항시 북구 삼흥로74번길19,36.0688033,129.3812991,2019-08-07
공주핀,,소매,수공예,두호동,"경상북도 포항시 북구 삼호로217번길24, 나동109호(두호,대상상가)",36.0588677,129.3754729,2019-08-07
보떼(두호점),,소매업,화장품,두호동,"경상북도 포항시 북구 학전로95, 102호(우방하이츠상가)",36.061076,129.3755007,2019-08-07
인라지버거,,음식점업,휴게음식점,두호동,"경상북도 포항시 북구 학전로98,1층",36.0612059,129.3759219,2019-08-07
달콤커피 영일대점,,음식,음식,두호동,경상북도 포항시 북구 해안로 205,36.0647522,129.3857598,2019-08-07
금비미용실,,서비스,미용,두호동,"경상북도 포항시 북구 삼호로265번길40,1층",36.0623673,129.3761041,2019-08-07
청춘통닭 벨라빈스 커피,054-231-7789,음식,음식,두호동,경상북도 포항시 북구 해안로 195,36.0644819,129.3845203,2019-08-07
마라도회식당,,음숙,한식,두호동,경상북도 포항시 북구 해안로 217-1,36.0647691,129.3871942,2019-08-07
비전명가,,소매,홍삼음료,두호동,경상북도 포항시 삼흥로74번길27-1,36.0687825,129.3821553,2019-08-07
최상수학과학단과학원,,서비스,보습학원,두호동,경상북도 포항시 북구 삼흥로74번길23,36.0687543,129.3814993,2019-08-07
명가떡전문점,,제조,떡,두호동,경상북도 포항시 북구 삼흥로74번길23,36.0687543,129.3814993,2019-08-07
고향맛즉석두부,,제조,두부,두호동,"경상북도 포항시 북구 용두산길54,14",36.0682804,129.3813725,2019-08-07
착한푸줏간,,도소매업,식육,두호동,"경상북도 포항시 삼흥로74번길24,1호",36.0684811,129.3816683,2019-08-07
금미당,,소매,귀금속,두호동,경상북도 포항시 북구 용두산길54,36.0682804,129.3813725,2019-08-07
명지식육점,,소매업,식육,두호동,경상북도 포항시 북구 용두산길48,36.0680443,129.3814616,2019-08-07
경주회식당,,음숙,한식,두호동,경상북도 포항시 북구 해안로 247-1,36.063055,129.3896984,2019-08-07
해변회식당,,음식점업,한식,두호동,경상북도 포항시 북구 해안로 215,36.0648984,129.386768,2019-08-07
쇠방네식육점,,소매,식육,두호동,"경상북도 포항시 북구 용두산길54 , 장량상가15",36.0682804,129.3813725,2019-08-07
북부보양원,054-253-2993,제조,즉석판매,두호동,경상북도 포항시 북구 용두산길48,36.0680443,129.3814616,2019-08-07
과일나라,,소매,과일,두호동,"경상북도 포항시 북구 용두산길48, 성도상가110호",36.0680443,129.3814616,2019-08-07
장량카우보이,,도소매업,축산물,두호동,"경상북도 포항시 북구 용두산길48, 성도상가109호",36.0680443,129.3814616,2019-08-07
자연산횟집,,음숙,한식,두호동,경상북도 포항시 북구 용두산길48,36.0680443,129.3814616,2019-08-07
장량참기름,,제조,참기름,두호동,경상북도 포항시 북구 용두산길54,36.0682804,129.3813725,2019-08-07
장량식육점,,소매,식육,두호동,경상북도 포항시 북구 용두산길54,36.0682804,129.3813725,2019-08-07
뷰티,,소매업,화장품,두호동,"경상북도 포항시 북구 용두산길54, 장량종합상가17",36.0682804,129.3813725,2019-08-07
독도횟집,,음숙,한식,두호동,경상북도 포항시 북구 해안로195-1,36.0646439,129.3846058,2019-08-07
영일대잠수횟집,,음식점업,회,두호동,경상북도 포항시 북구 해안로 207,36.0648413,129.3859437,2019-08-07
돌고래회식당,054-252-7000,음식,회집,두호동,경상북도 포항시 북구 해안로 213,36.0648482,129.3866,2019-08-07
노란냄비,,음식점업,한식,두호동,경상북도 포항시 북구 해안로 207-1,36.0648191,129.3860489,2019-08-07
스타킹출연,,도소매업,슈퍼마켓,두호동,경상북도 포항시 북구 해안로 217-1,36.0647691,129.3871942,2019-08-07
이어도회식당,,음숙,한식,두호동,경상북도 포항시 북구 해안로 227-1,36.0638756,129.3877733,2019-08-07
완도전복수산,,도소매,수산물,두호동,경상북도 포항시 북구 해안로 235,36.0636646,129.388371,2019-08-07
깃대횟집,,음식업,회,두호동,경상북도 포항시 북구 해안로 251,36.0629784,129.3898876,2019-08-07
대부자연산횟집,,음숙,한식,두호동,경상북도 포항시 북구 해안로 243-2,36.0632663,129.3893835,2019-08-07
아리랑회식당,,음숙,한식,두호동,경상북도 포항시 북구 해안로 253,36.0630228,129.3900377,2019-08-07
죽전회식당,,음숙,한식,두호동,경상북도 포항시 북구 해안로 213-1,36.0647376,129.386718,2019-08-07
바른어묵베이커리,,음식점,일반음식,두호동,경상북도 포항시 북구 삼호로 324-3(두호동),36.0652571,129.3847627,2019-08-07
프린세스,,서비스,일반미용,두호동,"경상북도 포항시 북구 대곡로 5, 상가동 104호(두호동)",36.0635564,129.37347,2019-08-07
더착한커피 두호점,,음식점업,휴게음식점,두호동,"경상북도 포항시 북구 학전로111번길33,1층",36.0631042,129.3721629,2019-08-07
삼보당,,소매업,귀금속,두호동,"경상북도 포항시 북구 용두산길 48,성도상가 107호",36.0680443,129.3814616,2019-08-07
안심축산,,도소매업,식육,두호동,경상북도 포항시 북구 삼흥로74번길31,36.0687975,129.3823606,2019-08-07
찌꼬바꼬미싱놀이,,의류수선,서비스,두호동,경상북도 포항시 북구 삼흥로74번길27-1,36.0687825,129.3821553,2019-08-07
명화당,,음숙,만두,두호동,경상북도 포항시 북구 용두산길 30,36.0663803,129.3814401,2019-08-07
라 파스타 디카사,,음식업,음식업,두호동,경상북도 포항시 북구 대곡로6,36.0634958,129.3737621,2019-08-07
설야멱,054-247-0079,일반음식,한식,두호동,경상북도 포항시 북구 학전로111번길31,36.0630715,129.3723575,2019-08-07
21세기 연합정형외과의원,054-253-2121,보건,보건,두호동,경상북도 포항시 북구 학전로111번길43,36.0631164,129.3715307,2019-08-07
현주전기조명,,도소매,전기,두호동,경상북도 포항시 북구 삼호로 316,36.0647906,129.384118,2019-08-07
온가족약국,,소매업,양약,두호동,경상북도 포항시 북구 삼호로287,36.0634071,129.3817423,2019-08-07
스윗아시아,,음숙,다국적음식,두호동,경상북도 포항시 북구 해안로 203,36.0648117,129.3853668,2019-08-07
비취반점,,음식,중식,두호동,"경상북도 포항시 북구 삼호로334-18, 명지비취상가103",36.0657155,129.3853589,2019-08-07
태성반점,,음식,,두호동,경상북도 포항시 북구 삼호로 321,36.0654413,129.3840317,2019-08-07
한국창호건축,,건설,창호,두호동,경상북도 포항시 북구 삼호로 321,36.0654413,129.3840317,2019-08-07
대성타일상사,,도소매업,타일,두호동,경상북도 포항시 북구 삼호로 315,36.0650277,129.3837818,2019-08-07
